Atleta,Equipe Janela Análise,Posição,Liga,Participação,Defesa,Construção,Ataque,Último passe,Ameaça Ofensiva,Drible,Participação_percentil,Defesa_percentil,Construção_percentil,Ataque_percentil,Último passe_percentil,Ameaça ofensiva_percentil,Drible_percentil
A. Barák,Fiorentina,MEIO-CAMPO,ITA1,-1.5,-1.98,-0.35,-0.34,-0.15,2.26,-0.11,19,14,48,45,57,86,56
Brahim Diaz,Real Madrid,MEIO-CAMPO,ITA1,0.07,-0.7,2.18,2.62,5.33,2.09,2.22,54,33,92,94,100,84,97
Mario Pašalić,Atalanta,MEIO-CAMPO,ITA1,-1.6,-2.11,-1.78,-0.67,-0.08,4.57,-0.59,13,13,13,37,58,98,32
N. Bajrami,Sassuolo,MEIO-CAMPO,ITA1,-2.46,-2.98,-1.65,-0.45,0.47,1.85,1.39,3,4,16,42,67,82,93
A. Colpani,Monza,MEIO-CAMPO,ITA1,-1.41,-2.32,0.27,0.57,2.57,4.76,1.24,21,9,58,72,93,99,92
A. Miranchuk,Atalanta,MEIO-CAMPO,ITA1,-2.07,-3.13,-0.1,0.63,2.32,0.41,0.45,6,3,53,75,91,67,79
G. Caprari,Monza,MEIO-CAMPO,ITA1,-1.48,-2.51,-0.94,0.13,1.59,2.22,1.45,20,7,34,60,83,85,94
C. Ngonge,Hellas Verona,MEIO-CAMPO,ITA1,-2.05,-1.31,-2.43,-0.53,0.86,4.95,2.29,8,23,3,39,74,100,98
G. Kastanos,Salernitana,MEIO-CAMPO,ITA1,-0.5,-0.34,0.18,0.1,-1.36,0.61,0.35,34,41,57,59,21,72,75
L. Pellegrini,Roma,MEIO-CAMPO,ITA1,-1.59,-0.71,-0.55,-0.48,0.08,1.76,0.36,14,32,44,41,61,81,76
T. Baldanzi,Empoli,MEIO-CAMPO,ITA1,-1.58,-1.87,-0.95,0.16,0.03,1.32,0.92,15,15,33,62,60,77,85
G. Bonaventura,Fiorentina,MEIO-CAMPO,ITA1,-0.4,-1.47,1.23,1.79,2.61,3.54,1.12,38,20,77,90,94,95,90
N. Vlašić,Torino,MEIO-CAMPO,ITA1,-1.58,-1.74,-0.72,0.38,2.73,0.98,1.02,16,17,42,69,96,76,88
A. Candreva,Salernitana,MEIO-CAMPO,ITA1,-2.28,-3.51,0.88,3.96,2.16,2.39,0.85,4,1,71,100,89,89,83
T. Koopmeiners,Atalanta,MEIO-CAMPO,ITA1,0.17,-0.98,3.33,2.85,2.68,3.18,0.36,56,27,98,97,95,93,75
L. Ferguson,Bologna,MEIO-CAMPO,ITA1,1.13,-0.16,-1.26,-1.14,-1.01,2.37,-0.61,77,43,23,22,33,88,31
R. Nagaki,Tokushima Vortis,MEIO-CAMPO,JAP,0.16,2.08,0.32,-0.42,0.98,-1.5,0.02,54,90,64,40,80,22,64
L. Osaki,Vissel Kobe,MEIO-CAMPO,JAP,-0.93,0.22,0.2,-1.4,-1.37,-2.22,-1.21,25,59,60,10,15,1,6
S. Tanaka,Shonan Bellmare,MEIO-CAMPO,JAP,0.35,2.15,-1.44,-1.78,-1.6,-1.51,-0.38,63,93,22,5,10,21,42
R. Yamane,Yokohama F. Marinos,MEIO-CAMPO,JAP,0.49,0.05,0.42,0.34,-0.13,-1.93,0.01,67,54,67,68,60,7,63
R. Harakawa,Tokyo,MEIO-CAMPO,JAP,0.54,-0.31,-0.31,-1.11,-0.91,-0.44,-0.67,72,42,41,19,33,53,26
K. Okuno,Shonan Bellmare,MEIO-CAMPO,JAP,0.2,1.58,-0.14,-0.06,-1.07,-1.32,-1.3,56,84,43,53,25,32,1
A. Fukuta,Sagan Tosu,MEIO-CAMPO,JAP,0.64,-0.96,0.27,-0.29,-1.0,-1.4,0.04,77,28,63,43,28,28,67
H. Akiyama,Albirex Niigata,MEIO-CAMPO,JAP,2.3,-0.94,4.44,1.19,-0.56,-1.76,0.0,95,30,99,83,48,16,60
K. Tezuka,Sagan Tosu,MEIO-CAMPO,JAP,0.11,-1.0,1.26,1.68,0.5,-0.54,-0.68,53,27,81,91,78,52,22
H. Mita,Yokohama,MEIO-CAMPO,JAP,1.16,1.17,0.62,0.61,0.3,-1.48,-0.06,83,81,72,78,68,23,53
Y. Shimada,Albirex Niigata,MEIO-CAMPO,JAP,1.77,0.71,1.92,-0.06,0.08,-1.72,-1.23,90,70,90,52,65,17,4
K. Higashi,Tokyo,MEIO-CAMPO,JAP,0.94,3.79,-0.68,-0.59,-0.83,-1.1,-0.99,81,99,33,35,36,38,14
João Schmidt,Kawasaki Frontale,MEIO-CAMPO,JAP,2.85,0.76,2.67,0.04,-0.42,-0.67,-1.05,99,72,94,58,52,46,9
K. Matsuki,Tokyo,MEIO-CAMPO,JAP,0.51,2.46,-0.53,-1.36,0.0,-0.02,0.51,69,95,36,12,62,62,77
M. Saito,Vissel Kobe,MEIO-CAMPO,JAP,0.5,1.51,-1.23,-0.86,-1.3,-1.67,0.14,68,83,26,28,16,19,70
D. Kaneko,Kyoto Sanga,MEIO-CAMPO,JAP,-0.35,0.26,0.11,-0.72,-0.49,-1.93,0.21,43,60,56,31,49,6,72
K. Tachibanada,Kawasaki Frontale,MEIO-CAMPO,JAP,2.67,0.77,0.06,-0.42,-0.76,-0.4,-0.24,98,73,53,41,40,54,48
T. Kida,Yokohama F. Marinos,MEIO-CAMPO,JAP,1.42,-0.41,0.1,-0.01,-1.99,-1.45,-0.46,85,41,54,57,1,25,40
N. Lavi,Gamba Osaka,MEIO-CAMPO,JAP,1.88,2.05,1.11,0.48,-1.81,-1.95,0.54,91,89,79,75,4,5,79
S. Kawasaki,Kyoto Sanga,MEIO-CAMPO,JAP,0.29,1.66,-1.32,-0.92,-0.8,-0.59,-0.26,60,85,23,27,37,51,46
Dawhan,Gamba Osaka,MEIO-CAMPO,JAP,0.35,-0.1,-1.59,-1.04,-0.95,1.59,-0.84,62,51,15,20,32,80,19
T. Ko,Albirex Niigata,MEIO-CAMPO,JAP,2.66,0.92,0.84,0.33,-1.15,-1.3,-0.9,96,75,75,67,20,33,17
K. Iwao,Urawa Reds,MEIO-CAMPO,JAP,0.38,0.34,1.45,0.38,-0.76,-1.8,-1.03,64,65,84,73,41,14,10
A. Ito,Urawa Reds,MEIO-CAMPO,JAP,0.62,0.3,-0.05,0.38,1.03,-0.24,-0.59,75,62,47,72,81,57,33
K. Watanabe,Yokohama F. Marinos,MEIO-CAMPO,JAP,1.23,-1.01,-0.45,-0.84,-1.99,-1.26,-0.21,84,26,37,30,2,35,49
H. Yamaguchi,Vissel Kobe,MEIO-CAMPO,JAP,-2.38,-1.53,-0.12,-0.13,-0.65,0.13,-1.28,4,15,44,48,44,65,2
S. Kawahara,Sagan Tosu,MEIO-CAMPO,JAP,0.89,-0.18,3.25,1.49,0.32,-1.44,-0.97,80,49,98,89,70,27,15
S. Nakamura,Avispa Fukuoka,MEIO-CAMPO,JAP,-0.6,-0.3,-0.04,-1.55,0.45,-2.08,-1.01,33,44,48,7,77,2,12
S. Takeda,Kyoto Sanga,MEIO-CAMPO,JAP,-1.41,-0.63,0.22,-0.17,-0.31,-1.93,-0.61,15,33,62,46,57,9,31
S. Baba,Consadole Sapporo,MEIO-CAMPO,JAP,2.93,3.57,0.65,-0.01,-0.38,-1.79,0.35,100,98,73,56,54,15,73
T. Elyounoussi,Shonan Bellmare,MEIO-CAMPO,JAP,-2.09,0.09,-3.08,-2.14,-0.39,2.3,-0.54,6,56,1,1,53,86,35
H. Kida,Cerezo Osaka,MEIO-CAMPO,JAP,2.28,0.93,2.04,0.87,-1.62,-1.24,-0.6,94,77,93,80,7,36,32
K. Sento,Kashiwa Reysol,MEIO-CAMPO,JAP,-0.97,-1.17,1.16,0.65,-0.16,-0.95,0.83,22,23,80,79,59,40,83
S. Fukuoka,Kyoto Sanga,MEIO-CAMPO,JAP,-2.26,-0.61,-1.47,-1.33,-1.08,-0.65,-0.64,5,36,20,14,23,48,30
D. Tono,Kawasaki Frontale,MEIO-CAMPO,JAP,-0.85,-0.3,-2.11,-0.54,0.0,1.94,2.29,28,43,10,36,63,83,98
T. Matsuda,Kyoto Sanga,MEIO-CAMPO,JAP,-1.51,-0.62,-2.95,-1.32,-0.75,-1.39,-0.49,14,35,2,15,42,30,36
T. Seko,Kawasaki Frontale,MEIO-CAMPO,JAP,1.67,0.19,4.58,3.82,1.48,-0.17,0.5,88,58,100,100,85,60,75
H. Miyazawa,Consadole Sapporo,MEIO-CAMPO,JAP,1.61,1.79,1.78,0.2,-0.64,-0.69,-0.79,86,86,88,65,46,44,21
Y. Ideguchi,Avispa Fukuoka,MEIO-CAMPO,JAP,-0.44,1.04,0.05,0.15,-1.62,-1.21,-0.84,38,80,52,63,7,37,20
G. Notsuda,Sanfrecce Hiroshima,MEIO-CAMPO,JAP,1.76,3.19,0.12,0.49,-0.98,-1.83,-1.2,89,96,57,77,31,12,7
T. Hiraoka,Shonan Bellmare,MEIO-CAMPO,JAP,0.21,0.38,-1.47,-1.26,0.39,2.37,1.44,57,67,19,16,74,88,93
T. Uchida,Nagoya Grampus,MEIO-CAMPO,JAP,0.25,1.91,-1.78,-1.38,-1.48,-1.55,-0.1,58,88,14,11,12,20,52
K. Onose,Shonan Bellmare,MEIO-CAMPO,JAP,-0.92,-1.27,1.94,3.2,2.16,0.63,1.54,26,20,91,99,89,69,94
T. Yonemoto,Nagoya Grampus,MEIO-CAMPO,JAP,1.91,3.94,1.47,-0.12,-1.0,-1.92,-0.65,93,100,85,49,28,10,28
H. Okuno,Cerezo Osaka,MEIO-CAMPO,JAP,0.09,1.01,-1.49,-2.09,-1.39,0.62,-0.02,52,79,17,2,14,68,58
Yuri Lara,Yokohama,MEIO-CAMPO,JAP,0.57,2.12,-2.49,-1.94,-1.56,0.73,-0.02,73,91,6,4,11,70,59
K. Sano,Kashima Antlers,MEIO-CAMPO,JAP,0.04,0.84,-0.82,-1.02,-1.6,-0.94,1.28,49,74,31,21,9,41,91
K. Shiihashi,Kashiwa Reysol,MEIO-CAMPO,JAP,-0.81,-0.01,0.17,-1.25,-1.15,-1.89,-1.21,30,52,58,17,21,11,5
T. Takamine,Kashiwa Reysol,MEIO-CAMPO,JAP,-0.14,0.6,-0.02,-0.68,-0.57,-2.08,-0.48,47,69,49,32,47,4,38
T. Arano,Consadole Sapporo,MEIO-CAMPO,JAP,0.28,-0.27,-0.17,-0.67,-0.32,0.1,-0.91,59,46,42,33,56,63,16
S. Inoue,Yokohama,MEIO-CAMPO,JAP,-0.37,-1.3,0.56,-0.28,-1.08,-0.66,-0.3,42,19,70,44,22,47,44
Y. Wakizaka,Kawasaki Frontale,MEIO-CAMPO,JAP,-0.39,-1.23,0.95,1.32,2.4,3.74,1.25,41,21,78,85,91,95,90
Y. Higuchi,Kashima Antlers,MEIO-CAMPO,JAP,-0.66,-0.22,-0.39,-0.16,2.44,-0.24,-0.42,32,47,40,47,93,58,41
Diego Pituca,Kashima Antlers,MEIO-CAMPO,JAP,0.41,0.13,-0.05,-0.11,-0.99,-0.71,-0.25,65,57,46,51,30,43,47
S. Kagawa,Cerezo Osaka,MEIO-CAMPO,JAP,0.86,-0.46,1.83,1.37,-0.68,-0.64,-0.04,79,38,89,86,43,49,57
T. Kawamura,Sanfrecce Hiroshima,MEIO-CAMPO,JAP,-1.1,-0.43,-2.56,-1.62,-0.77,0.88,-0.18,20,40,5,6,38,74,51
S. Inagaki,Nagoya Grampus,MEIO-CAMPO,JAP,0.59,2.29,-1.26,-0.99,-1.21,-0.32,-0.68,74,94,25,25,19,56,23
H. Mae,Avispa Fukuoka,MEIO-CAMPO,JAP,-0.15,0.31,-0.39,-0.3,-1.06,-1.38,-0.04,46,63,38,42,26,31,54
F. Honda,Sagan Tosu,MEIO-CAMPO,JAP,-2.76,-3.07,-1.52,-0.98,-0.89,3.71,0.08,1,4,16,26,35,94,69
Y. Kobayashi,Consadole Sapporo,MEIO-CAMPO,JAP,-0.4,-1.8,0.45,1.43,1.85,3.83,0.8,40,10,68,88,88,96,81
K. Tsukagawa,Tokyo,MEIO-CAMPO,JAP,-0.01,0.51,-0.57,-0.46,0.14,-0.18,-0.34,48,68,35,38,67,59,43
H. Ide,Vissel Kobe,MEIO-CAMPO,JAP,-1.83,-1.54,-2.33,0.04,0.32,2.03,-0.04,9,14,7,59,72,85,56
H. Ishige,Gamba Osaka,MEIO-CAMPO,JAP,-1.13,-0.2,-1.07,-0.01,1.8,3.19,0.39,19,48,28,54,86,91,74
Marcos Júnior,Sanfrecce Hiroshima,MEIO-CAMPO,JAP,-1.69,-2.42,0.67,1.91,7.03,4.12,0.07,11,7,74,93,100,99,68
Y. Takagi,Albirex Niigata,MEIO-CAMPO,JAP,-0.76,-1.4,-2.6,0.35,2.28,1.13,1.22,31,16,4,70,90,77,89
R. Aoki,Consadole Sapporo,MEIO-CAMPO,JAP,-1.57,-2.78,0.88,0.34,0.86,0.87,0.96,12,5,77,69,79,73,86
Ezequiel,Sanfrecce Hiroshima,MEIO-CAMPO,JAP,-0.18,-1.34,-0.71,1.22,4.87,3.27,3.35,44,17,32,84,99,93,99
S. Abe,RWD Molenbeek,MEIO-CAMPO,JAP,0.54,0.98,1.66,0.14,-0.49,0.85,0.03,70,78,86,62,51,72,65
R. Ito,Albirex Niigata,MEIO-CAMPO,JAP,-0.48,-3.18,3.09,3.05,4.56,3.95,2.09,36,2,96,98,98,98,96
Y. Koizumi,Urawa Reds,MEIO-CAMPO,JAP,-0.46,0.03,-0.97,-1.01,-1.27,-0.74,0.54,37,53,30,23,17,42,78
T. Usami,Gamba Osaka,MEIO-CAMPO,JAP,-0.88,-0.59,0.35,1.02,1.4,3.07,1.19,27,37,65,81,84,90,88
Y. Horigome,Sagan Tosu,MEIO-CAMPO,JAP,-2.39,-3.64,0.0,2.17,0.08,0.89,0.01,2,1,51,94,64,75,62
Mateus,Al Taawon,MEIO-CAMPO,JAP,-2.05,-1.67,-1.23,1.67,2.77,2.58,4.03,7,12,27,90,96,89,100
T. Nishimura,Yokohama F. Marinos,MEIO-CAMPO,JAP,-1.75,-1.22,-1.45,-1.02,0.38,1.63,-0.49,10,22,21,22,73,81,37
D. Sasaki,Vissel Kobe,MEIO-CAMPO,JAP,-0.54,-0.69,-2.15,0.17,-0.19,4.62,0.87,35,32,9,64,58,100,84
M. Mitsuta,Sanfrecce Hiroshima,MEIO-CAMPO,JAP,0.79,0.33,3.08,2.78,2.69,1.48,0.55,78,64,95,96,95,78,80
K. Yasui,Urawa Reds,MEIO-CAMPO,JAP,-1.32,-2.17,-1.88,-1.55,-1.66,0.12,-1.02,16,9,12,9,5,64,11
Y. Yamamoto,Gamba Osaka,MEIO-CAMPO,JAP,0.04,-0.75,1.28,0.46,2.45,-1.44,-0.66,51,31,83,74,94,26,27
Y. Komai,Consadole Sapporo,MEIO-CAMPO,JAP,-0.94,-2.44,0.56,0.07,0.43,1.56,0.91,23,6,69,60,75,79,85
R. Watanabe,Tokyo,MEIO-CAMPO,JAP,-1.25,-1.74,-1.89,-0.48,0.3,2.0,1.56,17,11,11,37,69,84,95
T. Morishima,Nagoya Grampus,MEIO-CAMPO,JAP,-1.06,-1.09,0.19,2.67,1.06,0.31,-0.67,21,25,59,95,83,67,25
E. Armenta,Club Tijuana,MEIO-CAMPO,MEX,-0.9,-0.49,-1.38,1.26,-0.81,-1.03,-0.1,22,45,22,77,44,34,55
S. Flores,Mazatlán,MEIO-CAMPO,MEX,0.32,0.44,0.1,-0.81,-1.93,-0.43,-1.07,64,64,62,44,11,55,5
R. González,Guadalajara,MEIO-CAMPO,MEX,1.05,2.55,-0.21,-1.21,-1.17,-1.43,-0.61,83,94,55,27,33,27,28
A. Rocha,Atlas,MEIO-CAMPO,MEX,0.38,-0.51,0.54,-0.06,-1.52,-0.71,-0.28,66,44,69,56,28,45,50
Rafael Carioca,Tigres UANL,MEIO-CAMPO,MEX,1.14,-1.14,1.4,1.21,-0.21,-1.68,-0.45,86,20,86,75,55,20,42
J. Güemez,Atlético de San Luis,MEIO-CAMPO,MEX,0.32,-0.24,2.83,1.07,0.29,-1.09,-0.5,62,50,92,72,66,33,39
Rodrigo Dourado,Atlético de San Luis,MEIO-CAMPO,MEX,0.52,1.72,0.42,-1.09,-1.52,-1.13,-0.72,69,89,67,30,27,31,22
E. Montiel,Pachuca,MEIO-CAMPO,MEX,0.05,-0.97,-0.23,0.04,-1.97,-1.38,0.8,52,27,53,58,7,30,86
K. Castañeda,Club Tijuana,MEIO-CAMPO,MEX,-1.37,-2.62,1.4,1.88,2.47,1.88,0.27,11,3,84,92,89,84,78
S. Trigos,Pumas UNAM,MEIO-CAMPO,MEX,0.5,2.05,-1.72,-1.23,-0.68,-1.92,-0.57,67,92,9,25,48,8,31
J. Zapata,Atlas,MEIO-CAMPO,MEX,-0.35,-0.72,0.07,0.29,-1.03,2.89,0.34,39,34,61,62,38,92,80
V. Poggi,Necaxa,MEIO-CAMPO,MEX,0.15,0.96,-1.37,-1.59,-0.52,-1.39,-0.54,58,73,23,12,53,28,34
J. Dueñas,Cruz Azul,MEIO-CAMPO,MEX,-0.48,-1.91,-0.45,1.53,1.53,-0.44,0.69,36,9,48,84,77,53,84
J. Venegas,Toluca,MEIO-CAMPO,MEX,0.89,0.98,-0.54,-1.73,-2.18,-1.99,-1.05,80,75,47,6,2,3,8
E. Zaldívar,Atlas,MEIO-CAMPO,MEX,0.13,0.78,-1.64,-0.77,-1.83,-1.64,-0.71,56,67,11,47,17,22,25
F. Arce,Necaxa,MEIO-CAMPO,MEX,-0.62,1.43,-1.39,-0.89,-0.73,0.0,-0.71,33,86,20,42,47,66,23
J. Caicedo,Pumas UNAM,MEIO-CAMPO,MEX,0.63,1.62,0.23,-0.91,-0.76,-0.61,0.08,73,88,64,39,45,48,64
J. Martínez,Atlas,MEIO-CAMPO,MEX,0.57,0.04,1.69,0.79,1.67,-0.86,-0.36,70,56,89,69,78,42,47
R. Meráz,Mazatlán,MEIO-CAMPO,MEX,-1.25,0.91,-2.07,-1.11,-1.54,-0.97,-0.99,14,70,5,28,25,36,11
J. Molina,Pumas UNAM,MEIO-CAMPO,MEX,-1.09,0.93,-1.96,-1.77,-1.92,-0.65,-1.16,16,72,6,5,12,47,2
O. Govea,Monterrey,MEIO-CAMPO,MEX,1.17,-0.15,3.13,1.83,2.58,-1.84,-0.79,88,52,94,89,92,14,16
P. Aquino,Santos Laguna,MEIO-CAMPO,MEX,2.84,2.83,0.82,-0.5,0.37,-0.82,-0.72,97,97,75,48,67,44,20
L. Chávez,Dinamo Moskva,MEIO-CAMPO,MEX,0.91,-0.29,0.67,0.52,-0.21,-0.89,0.22,81,48,73,64,56,41,77
A. Montaño,Mazatlán,MEIO-CAMPO,MEX,-0.91,0.38,-0.64,-0.18,-0.14,-0.13,1.27,20,62,45,53,58,59,89
J. dos Santos,América,MEIO-CAMPO,MEX,2.47,2.59,0.63,-0.21,-1.01,-1.85,-0.53,95,95,72,52,39,12,38
D. García,Juárez,MEIO-CAMPO,MEX,0.06,-1.38,-1.17,-1.64,-1.68,-0.58,0.21,53,17,30,9,23,50,73
J. Vigón,Tigres UANL,MEIO-CAMPO,MEX,-0.45,-1.16,0.06,1.02,0.23,3.01,0.15,38,19,59,70,62,94,72
F. Mancuello,Independiente,MEIO-CAMPO,MEX,-0.31,-0.93,0.05,1.47,2.89,1.98,-0.35,41,30,58,83,95,88,48
J. Márquez,Atlas,MEIO-CAMPO,MEX,-0.19,0.99,-1.41,0.1,0.13,-0.02,0.41,45,77,19,59,61,64,81
U. Rivas,Pumas UNAM,MEIO-CAMPO,MEX,-2.79,-0.89,-2.34,-1.98,-1.8,0.44,-1.01,5,31,3,2,19,70,9
J. Salas,Juárez,MEIO-CAMPO,MEX,-1.57,-1.76,-1.79,-1.66,-2.06,-1.78,-1.07,8,12,8,8,3,16,6
J. Rodríguez,León,MEIO-CAMPO,MEX,0.09,0.34,-0.83,-0.92,-1.94,-1.88,-0.59,55,59,39,38,9,9,30
F. Madrigal,Club Tijuana,MEIO-CAMPO,MEX,-0.94,-0.03,-1.31,-1.01,-1.09,2.05,0.13,19,55,25,31,34,89,70
F. Ambríz,León,MEIO-CAMPO,MEX,-0.06,-0.67,-0.7,-1.37,-1.07,1.87,0.12,50,36,44,19,36,83,69
J. Esquivel,Mazatlán,MEIO-CAMPO,MEX,-0.9,4.37,-1.49,-1.47,-1.34,-1.57,-0.77,25,100,12,16,31,23,17
P. González,Puebla,MEIO-CAMPO,MEX,-0.63,1.15,-1.14,-1.49,-2.0,-1.97,-0.93,31,81,31,14,5,5,14
K. Escamilla,Querétaro,MEIO-CAMPO,MEX,-2.01,-0.95,-1.47,-1.78,-1.48,-0.18,-1.09,6,28,16,3,30,58,3
C. Ortiz,Pachuca,MEIO-CAMPO,MEX,0.85,0.35,-0.43,-1.64,-1.73,-1.78,-0.94,78,61,50,11,20,17,12
C. Baeza,Toluca,MEIO-CAMPO,MEX,3.1,1.81,0.27,-0.93,-1.89,-1.94,-0.55,100,91,66,36,14,6,33
L. Romero,León,MEIO-CAMPO,MEX,0.72,1.26,0.84,1.18,0.04,-1.54,0.09,77,83,78,73,59,25,67
A. López,Santos Laguna,MEIO-CAMPO,MEX,-0.9,0.75,-1.24,-1.4,-1.7,-1.86,-0.72,23,66,27,17,22,11,19
R. Sánchez,América,MEIO-CAMPO,MEX,1.49,-0.65,4.52,2.96,2.4,-0.25,0.08,91,39,97,97,88,56,66
C. Rodríguez,Cruz Azul,MEIO-CAMPO,MEX,-0.11,-1.87,3.69,2.34,2.52,-0.1,0.05,47,11,95,95,91,61,61
V. Guzmán,Guadalajara,MEIO-CAMPO,MEX,-1.31,-2.06,-1.21,1.73,1.33,3.59,-0.16,12,8,28,88,73,95,53
J. Intriago,Mazatlán,MEIO-CAMPO,MEX,-0.62,-1.54,-0.42,-0.99,-1.86,-1.73,0.02,34,14,52,33,16,19,59
E. Sánchez,Pachuca,MEIO-CAMPO,MEX,0.68,1.12,0.93,0.59,0.9,1.1,0.21,75,80,81,66,69,75,75
E. Lira,Cruz Azul,MEIO-CAMPO,MEX,0.22,-0.66,-0.73,-0.91,-1.97,-2.03,-0.38,59,38,42,41,7,2,45
F. Gorriarán,Tigres UANL,MEIO-CAMPO,MEX,0.23,-1.11,1.46,3.4,3.23,1.31,0.02,61,22,88,98,97,77,58
A. Cervantes,Santos Laguna,MEIO-CAMPO,MEX,-0.95,-0.09,-0.86,-0.8,-0.59,-0.95,-0.53,17,53,38,45,52,38,36
F. Lértora,Querétaro,MEIO-CAMPO,MEX,0.59,1.3,-0.93,-1.34,-0.91,0.02,-0.27,72,84,34,22,42,67,52
M. Ruiz,Toluca,MEIO-CAMPO,MEX,1.08,0.9,0.58,-0.08,1.95,1.49,-0.01,84,69,70,55,81,78,56
C. Rivera,Club Tijuana,MEIO-CAMPO,MEX,2.31,3.12,0.86,-0.98,-0.94,-0.93,0.42,94,98,80,34,41,39,83
Álvaro Fidalgo,América,MEIO-CAMPO,MEX,2.95,-0.42,4.72,3.44,2.34,-0.57,1.33,98,47,100,100,86,52,92
L. Romo,Monterrey,MEIO-CAMPO,MEX,1.56,0.14,4.7,1.85,2.33,-0.08,-0.48,92,58,98,91,84,62,41
D. De Buen,Puebla,MEIO-CAMPO,MEX,-0.88,-0.57,-0.89,-1.34,-0.68,0.25,-0.69,27,42,36,20,50,69,27
F. Beltrán,Guadalajara,MEIO-CAMPO,MEX,-0.7,-0.98,-0.76,0.75,0.26,0.98,1.27,30,25,41,67,64,73,91
Moisés,Cruz Azul,MEIO-CAMPO,MEX,-3.41,-3.44,-2.56,-1.27,1.13,2.43,2.66,2,2,2,23,70,91,98
E. López,Pachuca,MEIO-CAMPO,MEX,-2.88,-2.3,1.27,1.72,3.29,5.32,-0.44,3,6,83,86,98,100,44
J. Angulo,Toluca,MEIO-CAMPO,MEX,-0.26,-1.5,-0.2,0.24,2.8,1.9,0.06,44,16,56,61,94,86,62
J. Cortizo,Monterrey,MEIO-CAMPO,MEX,1.43,1.11,-1.12,1.46,1.14,1.77,3.79,89,78,33,81,72,81,100
L. Rodríguez,Club Tijuana,MEIO-CAMPO,MEX,-0.79,-0.82,-1.44,-0.37,1.51,1.55,2.58,28,33,17,50,75,80,95
S. Córdova,Tigres UANL,MEIO-CAMPO,MEX,-0.31,-0.62,-1.47,1.32,1.82,4.98,1.75,42,41,14,78,80,97,94
D. Villalpando,Atlético de San Luis,MEIO-CAMPO,MEX,-0.07,-1.03,2.83,2.07,2.2,0.59,1.25,48,23,91,94,83,72,88
J. Brunetta,Santos Laguna,MEIO-CAMPO,MEX,-1.4,-2.46,0.82,1.36,5.04,5.24,2.61,9,5,77,80,100,98,97
F. Peralta,Cerro Porteño,MEIO-CAMPO,PAR,1.87,1.52,0.58,-0.54,-1.52,2.26,0.43,93,89,69,43,20,87,80
C. Martínez,Resistencia,MEIO-CAMPO,PAR,-1.05,1.21,-2.0,-1.95,-1.72,-2.11,-0.27,20,81,7,2,11,6,48
A. Quiñónez,Resistencia,MEIO-CAMPO,PAR,-0.21,-0.06,-0.25,-0.27,-1.07,-1.94,-0.66,50,44,57,57,31,9,26
H. Caballero,Libertad,MEIO-CAMPO,PAR,2.55,1.41,1.0,-0.54,-0.49,-0.69,0.29,96,85,76,44,52,46,74
A. Campuzano,Libertad,MEIO-CAMPO,PAR,2.92,1.72,-0.38,-1.28,-1.38,-1.29,0.19,100,93,48,17,28,28,69
S. Maldonado,Sportivo Luqueño,MEIO-CAMPO,PAR,0.23,4.05,-1.7,-1.79,-1.68,-1.76,-0.37,67,100,17,6,13,15,43
R. Martínez,Olimpia,MEIO-CAMPO,PAR,0.62,-1.25,-1.28,-0.08,-1.5,-1.6,1.08,72,24,24,67,24,19,91
J. González,Tacuary,MEIO-CAMPO,PAR,0.13,1.14,-1.95,-0.23,1.44,-0.54,-0.39,63,72,9,59,81,54,41
S. Torales,Sportivo Ameliano,MEIO-CAMPO,PAR,-2.27,-1.13,-2.85,-1.33,-1.82,2.65,-0.77,4,26,2,15,4,94,24
L. Martínez,Guaraní,MEIO-CAMPO,PAR,1.78,1.17,-0.48,-1.58,-0.54,-1.62,-0.43,91,76,46,9,50,17,39
R. Toledo,Guaireña,MEIO-CAMPO,PAR,-0.47,-0.13,-1.22,-0.8,-1.54,-1.92,-1.17,39,41,26,28,17,11,4
M. Otazú,Tacuary,MEIO-CAMPO,PAR,-2.07,-2.17,-0.58,0.47,1.99,1.16,-0.51,6,9,44,74,87,74,35
G. Bogado,Sportivo Ameliano,MEIO-CAMPO,PAR,-0.69,-1.4,2.17,2.06,0.94,1.12,-0.03,31,22,91,89,76,72,59
D. Aguilera,Resistencia,MEIO-CAMPO,PAR,0.25,0.96,-2.51,-1.54,-1.6,-0.98,1.02,70,69,4,13,15,39,89
M. Villarreal,Deportivo Madryn,MEIO-CAMPO,PAR,-0.51,0.86,-0.66,-1.57,-1.96,-2.17,-1.1,35,65,39,11,2,2,6
Á. Cardozo Lucena,Colón Res.,MEIO-CAMPO,PAR,2.54,1.33,2.24,-0.23,0.12,-0.45,-0.06,94,83,93,61,70,56,57
B. Cáceres,Nacional Asunción,MEIO-CAMPO,PAR,-2.34,-2.61,-0.36,1.21,-0.04,0.24,0.82,2,7,52,87,61,63,87
R. Carrascal,Cerro Porteño,MEIO-CAMPO,PAR,2.59,0.39,6.38,3.04,1.33,1.99,-0.3,98,52,100,94,80,85,46
A. Maiz,Sportivo Ameliano,MEIO-CAMPO,PAR,-0.42,0.45,-0.09,-0.35,-0.73,-1.04,0.71,43,54,61,56,41,37,85
N. Acevedo,Tacuary,MEIO-CAMPO,PAR,-0.2,1.2,1.76,-0.07,0.09,-1.85,-0.55,52,80,85,69,67,13,31
