Atleta,Equipe Janela Análise,Posição,Liga,Participação,Defesa,Apoio,Ataque,Último passe,Drible,Participação_percentil,Defesa_percentil,Apoio_percentil,Ataque_percentil,ùltimo_passe_percentil,Drible_percentil
M. Paluli,Sivasspor,LATERAL,TUR,-1.54,-0.64,-0.75,-1.35,-1.64,-0.2,10.0,37.0,31.0,20.0,19.0,53.0
S. Adekugbe,Vancouver Whitecaps,LATERAL,TUR,-0.86,-1.69,-0.54,-0.12,1.08,-0.35,25.0,10.0,41.0,53.0,75.0,44.0
Loide Augusto,Alanyaspor,LATERAL,TUR,2.24,-0.21,2.55,-0.39,0.47,3.92,95.0,51.0,98.0,44.0,63.0,100.0
T. Bingöl,Beşiktaş,LATERAL,TUR,-0.63,-3.01,-1.41,-0.98,2.66,0.25,36.0,2.0,14.0,25.0,95.0,73.0
A. Okumuş,Sivasspor,LATERAL,TUR,0.16,-0.3,-0.62,-0.43,1.12,-1.22,61.0,46.0,36.0,42.0,76.0,2.0
J. Balkovec,Alanyaspor,LATERAL,TUR,-0.33,-2.54,0.48,0.24,0.34,-0.81,42.0,5.0,69.0,61.0,59.0,20.0
C. Sertel,İstanbul Başakşehir,LATERAL,TUR,1.57,1.12,-1.44,-2.82,-1.59,-0.22,86.0,78.0,10.0,3.0,20.0,51.0
K. Malcuit,Ankaragücü,LATERAL,TUR,0.06,0.09,0.64,1.12,2.66,0.72,59.0,59.0,75.0,78.0,93.0,85.0
F. Hadergjonaj,Alanyaspor,LATERAL,TUR,-1.32,-0.95,0.4,2.15,-0.29,-0.69,15.0,27.0,64.0,88.0,42.0,25.0
Cláudio Winck,Kasımpaşa,LATERAL,TUR,-0.05,2.32,-0.14,-0.16,0.04,2.29,51.0,95.0,49.0,49.0,53.0,98.0
K. Çörekçi,Hatayspor,LATERAL,TUR,0.57,0.94,0.42,1.92,1.35,-0.14,71.0,75.0,68.0,85.0,85.0,56.0
Nuno Sequeira,Pendikspor,LATERAL,TUR,1.82,0.77,0.71,-1.37,-1.04,-0.98,90.0,71.0,81.0,17.0,29.0,10.0
O. Atasayar,Kocaelispor,LATERAL,TUR,-3.16,-0.72,-1.12,-1.43,-1.83,-0.79,2.0,34.0,19.0,15.0,14.0,22.0
S. Popov,Ümranıyespor,LATERAL,TUR,-0.48,-0.05,1.88,1.24,-0.44,-0.85,41.0,54.0,92.0,81.0,41.0,17.0
Ö. Şahiner,İstanbul Başakşehir,LATERAL,TUR,1.34,1.62,0.27,0.76,-0.09,-0.96,80.0,88.0,61.0,73.0,47.0,12.0
I. Pehlivan,Rizespor,LATERAL,TUR,-0.77,0.97,-1.7,-2.46,-1.65,-1.05,29.0,76.0,7.0,7.0,17.0,7.0
A. Uludağ,Ankaragücü,LATERAL,TUR,-1.58,-2.02,1.91,2.21,1.13,-0.24,8.0,8.0,95.0,90.0,80.0,47.0
L. Dubois,İstanbul Başakşehir,LATERAL,TUR,-0.51,-1.39,0.5,1.24,1.25,0.04,39.0,19.0,73.0,83.0,83.0,64.0
A. Yaşar,İstanbulspor,LATERAL,TUR,-2.06,0.71,-2.22,-2.64,-1.88,-1.01,5.0,68.0,2.0,5.0,12.0,8.0
M. Tirpan,Samsunspor,LATERAL,TUR,0.73,0.41,-0.9,-0.34,-1.21,0.26,75.0,66.0,22.0,46.0,27.0,75.0
B. Osayi-Samuel,Fenerbahçe,LATERAL,TUR,-0.66,-0.8,0.16,-1.68,-0.76,0.79,34.0,32.0,53.0,12.0,36.0,86.0
A. Uzodimma,Kayserispor,LATERAL,TUR,-0.98,-1.14,-1.35,-2.01,-1.96,-0.61,24.0,22.0,15.0,10.0,8.0,32.0
L. Carole,Kayserispor,LATERAL,TUR,-0.03,-1.0,0.7,-0.77,-0.98,-0.85,53.0,24.0,78.0,32.0,32.0,19.0
D. Aksu,Kasımpaşa,LATERAL,TUR,-0.62,1.58,-0.54,-0.98,-1.7,-0.31,37.0,86.0,39.0,24.0,15.0,46.0
M. Eskihellaç,Gaziantep,LATERAL,TUR,-1.27,-0.83,0.33,-0.68,1.23,2.0,17.0,31.0,63.0,36.0,81.0,93.0
M. Hanousek,Ankaragücü,LATERAL,TUR,-1.19,-1.28,0.49,-0.02,-1.0,-0.19,20.0,20.0,71.0,54.0,31.0,54.0
J. Stryger Larsen,Trabzonspor,LATERAL,TUR,0.3,-2.28,-0.76,-0.71,-2.26,-0.89,63.0,7.0,29.0,34.0,5.0,14.0
O. Bulut,Beşiktaş,LATERAL,TUR,-0.71,-1.46,1.04,0.54,1.47,0.24,31.0,17.0,88.0,68.0,86.0,71.0
S. Kitsiou,Ankaragücü,LATERAL,TUR,-0.28,0.04,-0.92,-0.79,0.67,0.8,46.0,56.0,20.0,31.0,69.0,88.0
V. Rosier,Beşiktaş,LATERAL,TUR,1.35,-0.24,1.89,0.87,0.44,0.56,81.0,49.0,93.0,75.0,61.0,80.0
Y. Özcan,Kasımpaşa,LATERAL,TUR,-0.02,1.85,-1.98,-2.12,-1.92,-0.66,56.0,92.0,3.0,8.0,10.0,29.0
A. Masuaku,Beşiktaş,LATERAL,TUR,2.2,-0.14,2.19,2.08,0.04,1.82,93.0,53.0,97.0,86.0,51.0,92.0
Y. Özdemir,Alanyaspor,LATERAL,TUR,-0.83,-0.86,-0.52,-0.87,0.26,-0.23,27.0,29.0,42.0,29.0,58.0,49.0
U. Çiftçi,Sivasspor,LATERAL,TUR,-0.21,0.04,-0.02,-0.23,-0.02,-0.4,47.0,58.0,51.0,47.0,49.0,41.0
Lucas Lima,İstanbul Başakşehir,LATERAL,TUR,0.47,-0.96,0.22,0.93,-1.29,-0.87,66.0,25.0,54.0,76.0,25.0,15.0
A. Oğuz,Konyaspor,LATERAL,TUR,2.52,3.55,0.68,3.35,0.67,-0.13,100.0,98.0,76.0,98.0,68.0,58.0
H. Bilazer,Ankaragücü,LATERAL,TUR,-1.06,1.38,-0.29,0.19,0.83,-0.42,22.0,81.0,47.0,59.0,73.0,39.0
G. Vural,Antalyaspor,LATERAL,TUR,0.39,0.78,-0.51,0.61,-0.12,-0.62,64.0,73.0,44.0,71.0,46.0,31.0
D. Biraschi,Fatih Karagümrük,LATERAL,TUR,0.8,1.71,-0.48,-1.49,-2.5,-0.58,76.0,90.0,46.0,14.0,3.0,34.0
J. Svensson,Adana Demirspor,LATERAL,TUR,0.57,0.4,-0.79,0.06,0.66,-0.67,69.0,64.0,27.0,56.0,66.0,27.0
M. Ben Ouanes,Kasımpaşa,LATERAL,TUR,-1.45,-0.63,-1.58,-0.67,1.53,0.72,12.0,39.0,8.0,37.0,88.0,83.0
Kévin Rodrigues,Adana Demirspor,LATERAL,TUR,1.59,0.75,1.85,2.26,2.88,0.13,88.0,69.0,90.0,92.0,98.0,66.0
G. Sazdağı,Kayserispor,LATERAL,TUR,-0.02,0.26,0.23,-0.14,0.77,0.99,54.0,63.0,56.0,51.0,71.0,90.0
E. Elmalı,Trabzonspor,LATERAL,TUR,-0.02,-0.25,-0.72,0.24,-0.86,0.61,58.0,47.0,32.0,63.0,34.0,81.0
D. Duhaney,İstanbulspor,LATERAL,TUR,-1.61,-0.69,-1.19,-1.2,-1.48,-0.02,7.0,36.0,17.0,22.0,22.0,63.0
Guilherme,Konyaspor,LATERAL,TUR,-0.3,-0.55,0.77,2.87,3.46,0.18,44.0,42.0,85.0,97.0,100.0,68.0
F. Kadıoğlu,Fenerbahçe,LATERAL,TUR,2.44,-1.63,5.01,2.36,2.7,2.25,98.0,14.0,100.0,95.0,97.0,97.0
B. Balcı,Antalyaspor,LATERAL,TUR,0.68,1.24,-0.88,-0.59,-0.21,-0.46,73.0,80.0,25.0,41.0,44.0,37.0
L. Mercan,Fatih Karagümrük,LATERAL,TUR,-0.17,0.25,0.41,0.16,0.17,-0.39,49.0,61.0,66.0,58.0,54.0,42.0
S. Boey,Galatasaray,LATERAL,TUR,1.92,2.43,0.94,0.54,1.12,0.26,92.0,97.0,86.0,69.0,78.0,76.0
Rashid Muhayer,Al Bataeh,LATERAL,UAE,-0.95,-1.25,-0.76,0.5,-1.38,0.65,25.0,22.0,28.0,72.0,22.0,78.0
Salem Juma Awad,Al Wasl,LATERAL,UAE,-1.56,-0.0,-0.83,0.22,0.42,-0.69,17.0,53.0,25.0,64.0,75.0,28.0
Abdulaziz Al Hamhami,Al Ittihad Kalba,LATERAL,UAE,-0.9,0.42,0.71,1.76,-0.33,0.38,28.0,64.0,75.0,89.0,53.0,75.0
Mohamed Al Menhali,Al Nasr,LATERAL,UAE,-1.83,-2.96,-0.99,-0.01,0.13,-0.55,11.0,3.0,22.0,56.0,69.0,44.0
Rashid Mohammed,Al Nasr,LATERAL,UAE,0.23,0.71,-0.36,-0.28,2.21,0.21,58.0,72.0,47.0,53.0,86.0,72.0
Eisa Ahmed,Al Bataeh,LATERAL,UAE,-0.28,1.48,-1.89,-1.74,-1.6,-0.26,44.0,86.0,3.0,8.0,11.0,56.0
Fahad Sebil,Emirates,LATERAL,UAE,-1.93,-1.7,-1.42,-0.75,0.15,-0.59,6.0,11.0,14.0,36.0,72.0,39.0
Ibrahim Saeed,Dibba Al Fujairah,LATERAL,UAE,-1.61,-0.14,-1.52,0.41,-0.27,-0.88,14.0,44.0,8.0,67.0,56.0,14.0
Ali Al-Dhanhani,Al Bataeh,LATERAL,UAE,0.38,0.65,0.23,1.53,3.05,-0.75,67.0,69.0,67.0,86.0,94.0,17.0
Habib Yousuf,Dibba Al Fujairah,LATERAL,UAE,-2.01,1.65,-1.43,-0.93,-1.44,-0.62,3.0,89.0,11.0,28.0,19.0,36.0
Hazza Salem,Al Wasl,LATERAL,UAE,0.16,-1.06,-0.37,-0.56,-1.18,-0.66,56.0,28.0,44.0,44.0,31.0,31.0
João Victor,Bani Yas,LATERAL,UAE,0.04,1.89,-0.42,-1.29,-0.96,-0.17,50.0,92.0,39.0,17.0,39.0,64.0
Abdulla Alkarbi,Al Wahda,LATERAL,UAE,1.16,2.32,-0.16,1.82,0.84,-0.18,89.0,97.0,56.0,92.0,78.0,61.0
Alhasan Saleh,Al Sharjah,LATERAL,UAE,-0.6,-2.79,0.98,0.42,-0.19,-0.32,36.0,6.0,81.0,69.0,58.0,50.0
Abdelaziz Sanqoor,Al Nasr,LATERAL,UAE,-0.81,-1.46,1.44,-0.72,-1.58,-0.72,31.0,17.0,86.0,39.0,14.0,22.0
P. Pavlov,Al Dhafra,LATERAL,UAE,-0.55,0.85,-0.33,-1.01,-1.5,-0.73,39.0,75.0,50.0,25.0,17.0,19.0
Rúben Amaral,Al Wahda,LATERAL,UAE,0.35,-0.33,0.7,0.94,-0.67,1.65,64.0,36.0,72.0,78.0,47.0,89.0
Adel Sabeel,Khorfakkan,LATERAL,UAE,0.24,2.14,-1.15,-1.6,-1.99,-1.0,61.0,94.0,19.0,11.0,3.0,8.0
M. Coulibaly,Al Jazira,LATERAL,UAE,4.1,-0.02,1.82,1.95,2.6,-0.21,100.0,50.0,92.0,94.0,92.0,58.0
Marcus Meloni,Al Sharjah,LATERAL,UAE,2.53,0.19,2.56,1.39,1.12,2.71,97.0,58.0,100.0,83.0,81.0,100.0
Waleed Al Mahrezi,Al Ittihad Kalba,LATERAL,UAE,1.54,3.92,0.05,-0.58,-0.97,-0.29,92.0,100.0,58.0,42.0,36.0,53.0
Hussain Abbas Juma,Bani Yas,LATERAL,UAE,-0.3,-0.32,-0.3,-1.84,-1.38,-1.06,42.0,42.0,53.0,3.0,25.0,6.0
Zayed Sultan,Al Jazira,LATERAL,UAE,2.37,1.06,-1.3,-1.21,-0.03,1.08,94.0,81.0,17.0,19.0,61.0,83.0
Khaled Ebraheim,Al Sharjah,LATERAL,UAE,0.89,-0.06,1.81,1.16,2.54,1.25,81.0,47.0,89.0,81.0,89.0,86.0
Saeed Suleiman,Shabab Al Ahli Dubai,LATERAL,UAE,-0.78,-0.32,-0.64,-1.38,0.08,-0.59,33.0,39.0,31.0,14.0,64.0,42.0
Abdulla Al Baloosh,Al Nasr,LATERAL,UAE,-1.08,-1.03,0.89,0.09,-0.42,0.79,22.0,31.0,78.0,58.0,50.0,81.0
Salem Rashid,Al Ittihad Kalba,LATERAL,UAE,0.98,0.98,-0.4,-0.55,-1.63,-0.45,83.0,78.0,42.0,50.0,8.0,47.0
Abdullah Idrees,Al Jazira,LATERAL,UAE,0.47,-1.4,1.23,0.1,0.08,-0.71,69.0,19.0,83.0,61.0,67.0,25.0
Khamis Al Hammadi,Bani Yas,LATERAL,UAE,-0.16,1.23,-1.76,-1.77,-1.82,0.01,47.0,83.0,6.0,6.0,6.0,67.0
Bandar Al Ahbabi,Al Ain,LATERAL,UAE,0.85,-0.93,2.12,3.86,5.21,2.12,78.0,33.0,97.0,100.0,100.0,97.0
Mohammed Ismael,Ajman,LATERAL,UAE,-1.87,-1.48,-0.43,-0.79,-0.77,-0.96,8.0,14.0,36.0,33.0,44.0,11.0
Ahmed Jamil,Shabab Al Ahli Dubai,LATERAL,UAE,0.12,0.05,0.05,-0.86,-0.9,0.13,53.0,56.0,61.0,31.0,42.0,69.0
Abdelrahman Saleh,Al Wasl,LATERAL,UAE,1.1,0.55,0.31,-0.56,1.51,1.65,86.0,67.0,69.0,47.0,83.0,92.0
Saoud Saeed,Ajman,LATERAL,UAE,-1.54,-1.21,-0.59,-1.1,-1.27,-1.43,19.0,25.0,33.0,22.0,28.0,3.0
Khalid Al Zaabi,Al Wahda,LATERAL,UAE,0.66,0.32,0.13,0.64,-1.09,-0.65,75.0,61.0,64.0,75.0,33.0,33.0
Erik,Al Ain,LATERAL,UAE,0.57,-1.96,2.02,2.73,3.4,1.88,72.0,8.0,94.0,97.0,97.0,94.0
D. Kapinus,Metalist 1925 Kharkiv,LATERAL,UKR,-0.71,0.12,-1.29,-1.73,-2.17,2.01,35.0,55.0,14.0,10.0,4.0,96.0
Y. Kartushov,Karpaty,LATERAL,UKR,-1.83,-2.52,-0.63,-1.08,-0.42,0.62,8.0,4.0,33.0,24.0,45.0,80.0
Y. Pasich,Dnipro-1,LATERAL,UKR,1.07,0.15,0.31,-0.26,-1.33,0.15,78.0,57.0,65.0,39.0,14.0,65.0
I. Soldat,Minaj,LATERAL,UKR,-1.22,-1.04,-0.59,-0.97,-2.91,-0.47,16.0,24.0,35.0,27.0,2.0,37.0
K. Vivcharenko,Dynamo Kyiv,LATERAL,UKR,2.34,1.41,2.35,0.21,0.06,-0.93,98.0,80.0,98.0,59.0,61.0,16.0
I. Krupskyi,Vorskla,LATERAL,UKR,0.41,1.15,-1.1,0.64,0.01,0.07,59.0,73.0,20.0,73.0,59.0,61.0
E. Prokopenko,Obolon,LATERAL,UKR,-1.48,1.25,-1.86,-0.58,-1.11,-0.43,12.0,76.0,10.0,35.0,27.0,39.0
I. Kyryukhantsev,Zorya,LATERAL,UKR,-0.61,-0.77,0.48,1.91,0.96,2.89,39.0,35.0,73.0,94.0,88.0,98.0
O. Kaplienko,Dnipro-1,LATERAL,UKR,0.02,-0.72,-0.03,0.75,-0.51,-1.18,51.0,37.0,55.0,76.0,39.0,6.0
M. Grysyo,Chornomorets,LATERAL,UKR,-0.27,1.26,-1.1,-0.22,-0.29,-0.95,43.0,78.0,18.0,45.0,49.0,14.0
I. Gonchar,Sūduva,LATERAL,UKR,-2.78,-2.03,-0.36,0.41,0.21,0.25,2.0,8.0,43.0,69.0,67.0,71.0
D. Norenkov,LNZ Cherkasy,LATERAL,UKR,-1.21,1.78,-2.44,-1.65,-0.53,-0.28,18.0,86.0,2.0,12.0,37.0,43.0
D. Skorko,Oleksandria,LATERAL,UKR,0.02,1.43,-0.87,-0.68,-0.74,-0.21,53.0,82.0,27.0,31.0,33.0,49.0
V. Emets,Kolos Kovalivka,LATERAL,UKR,-0.65,-0.13,-0.99,0.49,-0.27,0.22,37.0,49.0,22.0,71.0,53.0,69.0
P. Stasyuk,LNZ Cherkasy,LATERAL,UKR,-2.11,-1.56,-1.98,-1.11,0.56,-1.39,6.0,16.0,8.0,20.0,73.0,2.0
R. Gagun,Veres,LATERAL,UKR,1.19,2.12,-1.28,-1.86,-0.57,-0.28,80.0,98.0,16.0,2.0,35.0,45.0
V. Luchkevych,Kolos Kovalivka,LATERAL,UKR,-2.67,-1.6,-0.73,-0.07,0.26,0.17,4.0,14.0,31.0,55.0,69.0,67.0
Y. Shevchenko,Veres,LATERAL,UKR,-0.88,0.3,-0.46,-0.22,-1.15,-1.17,29.0,61.0,39.0,43.0,24.0,8.0
A. Tsurikov,Kolos Kovalivka,LATERAL,UKR,-0.85,-1.32,0.68,-0.07,-1.19,-1.29,33.0,20.0,76.0,53.0,18.0,4.0
O. Karavaev,Dynamo Kyiv,LATERAL,UKR,-1.69,-3.06,0.75,1.8,5.09,-0.15,10.0,2.0,78.0,90.0,98.0,51.0
T. Dmytruk,Minaj,LATERAL,UKR,-1.11,-1.48,-1.54,-1.23,-1.17,0.75,22.0,18.0,12.0,18.0,22.0,82.0
B. Butko,Zorya,LATERAL,UKR,0.44,0.65,2.11,0.86,-0.43,-0.04,63.0,67.0,94.0,80.0,43.0,57.0
Y. Konoplya,Shakhtar Donetsk,LATERAL,UKR,1.85,-0.82,0.44,1.45,0.92,-0.65,92.0,33.0,71.0,88.0,84.0,35.0
Y. Smyrnyi,Oleksandria,LATERAL,UKR,-1.38,-0.97,-2.28,-1.83,-1.19,-0.38,14.0,29.0,4.0,4.0,20.0,41.0
O. Sych,Rukh Lviv,LATERAL,UKR,-1.08,-1.63,-0.04,1.13,-1.03,-0.23,24.0,12.0,53.0,84.0,29.0,47.0
I. Snurnitsyn,Zorya,LATERAL,UKR,0.95,0.91,0.05,-1.27,-0.34,-0.81,76.0,71.0,57.0,16.0,47.0,20.0
R. Lyakh,Rukh Lviv,LATERAL,UKR,0.55,-0.41,1.29,2.82,-0.24,-0.66,67.0,43.0,80.0,100.0,55.0,33.0
Z. Badibanga,Chornomorets,LATERAL,UKR,-0.23,-2.1,2.05,2.15,5.29,1.36,45.0,6.0,90.0,96.0,100.0,94.0
D. Nagiyev,Obolon,LATERAL,UKR,-1.12,-1.23,0.42,-0.02,-1.53,-0.7,20.0,22.0,69.0,57.0,12.0,29.0
D. Kuzyk,Kryvbas KR,LATERAL,UKR,-0.41,1.91,-0.53,0.3,2.9,0.83,41.0,94.0,37.0,65.0,96.0,86.0
V. Dubinchak,Dynamo Kyiv,LATERAL,UKR,1.88,-0.51,2.13,-0.29,0.7,1.06,94.0,41.0,96.0,37.0,78.0,88.0
G. Gocholeishvili,Shakhtar Donetsk,LATERAL,UKR,1.28,-0.37,-0.35,1.06,0.14,0.81,84.0,47.0,45.0,82.0,63.0,84.0
R. Vantukh,Zorya,LATERAL,UKR,1.24,2.06,-0.12,0.21,-0.28,0.3,82.0,96.0,51.0,61.0,51.0,76.0
A. Batsula,Vorskla,LATERAL,UKR,0.01,-1.03,1.45,2.67,2.66,0.52,49.0,27.0,84.0,98.0,94.0,78.0
D. Balan,Veres,LATERAL,UKR,0.19,1.73,-2.13,-1.11,0.19,-1.02,57.0,84.0,6.0,22.0,65.0,12.0
O. Tymchyk,Dynamo Kyiv,LATERAL,UKR,1.41,0.6,1.85,0.32,0.94,-0.12,86.0,65.0,86.0,67.0,86.0,53.0
A. Buleza,Minaj,LATERAL,UKR,-1.08,1.84,-0.43,0.78,1.51,0.12,27.0,90.0,41.0,78.0,90.0,63.0
Y. Kopyna,Oleksandria,LATERAL,UKR,0.07,-0.53,-0.25,-0.19,-1.27,-1.05,55.0,39.0,47.0,47.0,16.0,10.0
M. Kravchenko,Polissya,LATERAL,UKR,-0.0,1.82,0.16,1.86,0.31,-0.78,47.0,88.0,63.0,92.0,71.0,22.0
V. Adamyuk,Dnipro-1,LATERAL,UKR,1.7,0.04,-0.2,-1.81,-1.67,-0.74,90.0,53.0,49.0,6.0,8.0,27.0
D. Miroshnichenko,Dnipro-1,LATERAL,UKR,1.61,0.58,1.94,1.31,2.41,1.13,88.0,63.0,88.0,86.0,92.0,90.0
M. Zhychykov,Metalist 1925 Kharkiv,LATERAL,UKR,-0.88,-0.13,-0.74,-0.94,-1.87,-0.75,31.0,51.0,29.0,29.0,6.0,24.0
A. Ponedelnik,Kryvbas KR,LATERAL,UKR,0.73,-0.38,1.3,-0.22,-0.88,-0.83,73.0,45.0,82.0,41.0,31.0,18.0
I. Putrya,Chornomorets,LATERAL,UKR,0.65,-0.85,2.82,-0.09,0.72,-0.69,71.0,31.0,100.0,49.0,80.0,31.0
M. Bragaru,Chornomorets,LATERAL,UKR,0.62,-1.9,2.06,-1.74,-0.45,3.44,69.0,10.0,92.0,8.0,41.0,100.0
V. Roman,Rukh Lviv,LATERAL,UKR,0.44,0.17,0.16,-0.67,-0.08,0.27,65.0,59.0,61.0,33.0,57.0,73.0
Y. Dibango,Kryvbas KR,LATERAL,UKR,3.23,1.9,0.33,0.24,0.65,1.29,100.0,92.0,67.0,63.0,76.0,92.0
A. Smolyakov,Polissya,LATERAL,UKR,0.41,0.85,-0.88,-0.08,-1.59,-0.03,61.0,69.0,24.0,51.0,10.0,59.0
I. Perduta,Vorskla,LATERAL,UKR,1.93,3.04,0.07,-1.39,0.75,-0.08,96.0,100.0,59.0,14.0,82.0,55.0
Breno Caetano,Fénix,LATERAL,URU,-1.11,-0.4,0.18,0.78,1.19,1.23,16.0,43.0,61.0,75.0,82.0,92.0
J. O'Neill,Unión Santa Fe,LATERAL,URU,-2.02,-1.68,-2.15,-2.07,-2.57,-0.99,6.0,12.0,6.0,10.0,6.0,18.0
F. Perdomo,Liverpool,LATERAL,URU,0.59,2.12,0.24,-2.43,-0.02,-0.37,67.0,96.0,65.0,2.0,49.0,39.0
L. Rodríguez,Plaza Colonia,LATERAL,URU,0.57,-0.15,-1.04,-1.27,-1.37,-0.29,65.0,49.0,18.0,24.0,22.0,43.0
L. Morales,Nacional,LATERAL,URU,0.69,1.34,-0.26,-0.45,0.6,-0.65,73.0,84.0,39.0,39.0,71.0,31.0
P. Silva,Panetolikos FC,LATERAL,URU,0.35,-0.82,0.76,-0.85,0.23,-0.1,59.0,33.0,80.0,29.0,61.0,53.0
F. Saravia,Danubio,LATERAL,URU,0.7,0.31,1.0,0.73,-1.03,-1.7,75.0,59.0,86.0,73.0,33.0,2.0
S. Corbo,Boston River,LATERAL,URU,0.69,0.7,0.12,-2.4,-2.11,0.92,71.0,75.0,57.0,4.0,8.0,80.0
G. Báez,Nacional,LATERAL,URU,0.27,-2.66,0.78,0.0,3.84,0.17,55.0,4.0,82.0,49.0,100.0,61.0
Á. Gabrielli,Fénix,LATERAL,URU,-1.6,-0.87,-0.73,0.6,0.77,-0.74,10.0,31.0,25.0,69.0,73.0,25.0
S. Franca,Fénix,LATERAL,URU,-1.63,-0.28,-0.51,0.13,-0.75,-1.6,8.0,47.0,31.0,55.0,37.0,4.0
K. Rolón,Wanderers,LATERAL,URU,-0.11,-0.97,-0.95,0.96,1.92,0.15,47.0,29.0,24.0,80.0,90.0,59.0
F. Kidd,River Plate,LATERAL,URU,-0.75,0.53,-2.03,-2.27,-1.22,-1.3,27.0,73.0,8.0,6.0,24.0,10.0
E. Carlos,Fénix,LATERAL,URU,-2.12,-1.05,-2.17,-1.48,0.14,0.32,2.0,25.0,4.0,20.0,59.0,67.0
V. Rodríguez,Peñarol,LATERAL,URU,-1.47,-2.76,-0.99,-0.52,1.15,2.27,12.0,2.0,20.0,35.0,80.0,98.0
G. Olivera,River Plate,LATERAL,URU,1.87,0.01,1.73,1.04,0.07,1.0,98.0,53.0,94.0,82.0,55.0,84.0
R. Fernández,Cerro,LATERAL,URU,1.42,2.07,0.16,-0.15,-1.42,1.03,88.0,92.0,59.0,43.0,18.0,88.0
D. Romero,Deportivo Maldonado,LATERAL,URU,-1.44,-2.02,0.51,0.28,-1.09,-0.26,14.0,6.0,73.0,61.0,27.0,47.0
P. Milans,Peñarol,LATERAL,URU,0.86,0.07,0.24,0.33,-0.4,-0.22,76.0,55.0,67.0,63.0,43.0,49.0
M. Aguirregaray,Peñarol,LATERAL,URU,0.65,-1.36,1.06,2.22,1.09,1.2,69.0,16.0,88.0,94.0,76.0,90.0
A. García,Cerro,LATERAL,URU,-0.73,1.07,-1.06,-1.75,0.34,0.99,31.0,78.0,16.0,14.0,67.0,82.0
G. Martirena,Racing Club,LATERAL,URU,0.42,-0.81,2.18,2.46,3.06,3.04,61.0,35.0,96.0,96.0,94.0,100.0
R. Haller,Danubio,LATERAL,URU,-0.44,-0.98,0.62,1.05,1.88,1.0,39.0,27.0,76.0,84.0,88.0,86.0
C. Cándido,Bahia,LATERAL,URU,1.0,-0.1,0.69,1.32,2.23,0.04,82.0,51.0,78.0,86.0,92.0,55.0
E. de los Santos,Racing,LATERAL,URU,-0.6,-1.45,-0.19,-0.99,-1.07,1.35,35.0,14.0,45.0,25.0,29.0,94.0
E. Greising,Plaza Colonia,LATERAL,URU,-1.04,2.09,-1.64,-2.17,-2.59,-0.35,22.0,94.0,10.0,8.0,4.0,41.0
M. Villa,Torque,LATERAL,URU,1.61,0.74,2.38,3.16,0.24,-0.7,92.0,76.0,98.0,98.0,63.0,29.0
E. Redín,Plaza Colonia,LATERAL,URU,-1.1,-1.33,-1.42,-1.55,-1.51,0.21,18.0,18.0,12.0,18.0,12.0,65.0
F. Souza,Cerro,LATERAL,URU,0.34,1.75,-0.63,-1.44,-2.7,-0.55,57.0,88.0,27.0,22.0,2.0,35.0
M. Abero,Cerro,LATERAL,URU,0.44,2.88,0.02,-0.16,0.0,-0.55,63.0,98.0,51.0,41.0,51.0,33.0
A. Chopitea,River Plate,LATERAL,URU,1.21,-0.29,1.55,-0.04,-0.54,-1.15,86.0,45.0,90.0,47.0,39.0,12.0
A. Alfaro,Deportivo Maldonado,LATERAL,URU,1.64,1.32,0.96,0.12,1.1,0.44,94.0,82.0,84.0,53.0,78.0,71.0
L. Hernández,Peñarol,LATERAL,URU,-0.24,-1.18,0.06,0.68,-0.39,-0.2,45.0,20.0,53.0,71.0,45.0,51.0
L. Lozano,Nacional,LATERAL,URU,0.98,0.32,-0.11,1.55,1.5,-0.4,78.0,61.0,47.0,88.0,86.0,37.0
F. Pizzichillo,Torque,LATERAL,URU,-0.74,-1.11,-0.97,0.21,3.24,-1.03,29.0,22.0,22.0,59.0,96.0,16.0
L. Sosa,Danubio,LATERAL,URU,-0.01,-1.68,0.09,0.82,0.08,-1.41,51.0,10.0,55.0,76.0,57.0,6.0
J. Álvarez,Torque,LATERAL,URU,-0.36,0.5,-0.24,-0.53,0.31,0.07,41.0,69.0,41.0,33.0,65.0,57.0
E. Ancheta,La Luz,LATERAL,URU,1.0,0.42,1.6,1.61,-0.45,0.62,80.0,67.0,92.0,90.0,41.0,73.0
A. Pereira,Racing,LATERAL,URU,1.04,1.73,-0.39,0.36,-2.08,-0.29,84.0,86.0,33.0,65.0,10.0,45.0
K. Lewis,Danubio,LATERAL,URU,-0.92,0.16,-0.27,-0.75,-1.43,-1.38,24.0,57.0,37.0,31.0,16.0,8.0
M. Samudio,Liverpool,LATERAL,URU,-0.72,0.51,0.26,0.17,0.86,-0.71,33.0,71.0,69.0,57.0,75.0,27.0
J. Acosta,Wanderers,LATERAL,URU,1.69,1.87,0.37,-0.05,-1.01,0.32,96.0,90.0,71.0,45.0,35.0,69.0
G. Camargo,Wanderers,LATERAL,URU,1.54,0.32,-0.22,-0.89,-1.07,-1.08,90.0,63.0,43.0,27.0,31.0,14.0
E. Beltrán,Boston River,LATERAL,URU,-0.82,-0.58,0.19,0.6,0.04,0.75,25.0,39.0,63.0,67.0,53.0,78.0
E. Castillo,La Luz,LATERAL,URU,-0.08,4.25,-1.25,-1.7,-1.38,0.65,49.0,100.0,14.0,16.0,20.0,75.0
