,Atleta,Equipe Janela Análise,Posição,Liga,Dribles bem sucedidos /90,Dribles bem sucedidos /90_percentil,Drible,Drible_percentil
4526,F. Diabaté,Lausanne Sport,EXTREMO,SWZ,-0.46,39,-0.46,39
4527,Y. Cimignani,Lugano,EXTREMO,SWZ,-0.35,45,-0.35,45
4528,D. Maleš,Young Boys,EXTREMO,SWZ,-1.18,6,-1.18,6
4529,Joel Monteiro,Young Boys,EXTREMO,SWZ,-0.48,35,-0.48,35
4530,Ismael Gharbi,Stade Lausanne-Ouchy,EXTREMO,SWZ,0.15,65,0.15,65
4531,S. Ltaief,Winterthur,EXTREMO,SWZ,2.69,100,2.69,100
4532,A. Kade,Basel,EXTREMO,SWZ,-0.44,42,-0.44,42
4533,R. Steffen,Lugano,EXTREMO,SWZ,-0.6,29,-0.6,29
4534,M. Qarri,Stade Lausanne-Ouchy,EXTREMO,SWZ,-1.12,16,-1.12,16
4535,D. Kutesa,Servette,EXTREMO,SWZ,0.91,84,0.91,84
4536,M. Stevanović,Servette,EXTREMO,SWZ,-1.17,10,-1.17,10
4537,Garry Rodrigues,Ankaragücü,EXTREMO,TUR,1.53,91,1.53,91
4538,C. Bassogog,Ankaragücü,EXTREMO,TUR,1.14,83,1.14,83
4539,S. Yehezkel,Antalyaspor,EXTREMO,TUR,0.49,74,0.49,74
4540,O. Çağlayan,Kasımpaşa,EXTREMO,TUR,0.27,63,0.27,63
4541,D. Lamkel Zé,Metz,EXTREMO,TUR,-0.65,32,-0.65,32
4542,M. Barrow,Sivasspor,EXTREMO,TUR,-0.38,42,-0.38,42
4543,Davidson,İstanbul Başakşehir,EXTREMO,TUR,1.27,88,1.27,88
4544,Nani,Adana Demirspor,EXTREMO,TUR,0.13,62,0.13,62
4545,H. Ziyech,Galatasaray,EXTREMO,TUR,0.41,69,0.41,69
4546,C. Ünder,Fenerbahçe,EXTREMO,TUR,0.44,72,0.44,72
4547,S. Mendoza,Adana Demirspor,EXTREMO,TUR,-0.68,29,-0.68,29
4548,M. Fofana,Samsunspor,EXTREMO,TUR,2.41,98,2.41,98
4549,D. Sorescu,Gaziantep,EXTREMO,TUR,-0.66,31,-0.66,31
4550,A. Diaby,Pendikspor,EXTREMO,TUR,-0.91,22,-0.91,22
4551,I. Gomis,Salernitana,EXTREMO,TUR,-1.65,2,-1.65,2
4552,N. Pépé,Trabzonspor,EXTREMO,TUR,-0.69,28,-0.69,28
4553,Tetê,Galatasaray,EXTREMO,TUR,0.95,82,0.95,82
4554,T. Fountas,Trabzonspor,EXTREMO,TUR,-1.3,6,-1.3,6
4555,S. Gürler,İstanbul Başakşehir,EXTREMO,TUR,-0.23,45,-0.23,45
4556,R. Ghezzal,Beşiktaş,EXTREMO,TUR,-0.82,25,-0.82,25
4557,C. N'Jie,Sivasspor,EXTREMO,TUR,-0.73,26,-0.73,26
4558,O. Beyaz,Hatayspor,EXTREMO,TUR,-0.61,34,-0.61,34
4559,Z. Bytyqi,Antalyaspor,EXTREMO,TUR,1.35,89,1.35,89
4560,Carlos Mané,Kayserispor,EXTREMO,TUR,-0.58,35,-0.58,35
4561,Joelson Fernandes,Hatayspor,EXTREMO,TUR,1.58,94,1.58,94
4562,W. Zaha,Galatasaray,EXTREMO,TUR,2.45,100,2.45,100
4563,E. Başsan,Sivasspor,EXTREMO,TUR,0.03,58,0.03,58
4564,T. Chatzigiovanis,Ankaragücü,EXTREMO,TUR,1.24,86,1.24,86
4565,Ryan Mendes,Fatih Karagümrük,EXTREMO,TUR,0.02,57,0.02,57
4566,B. Keser,Rizespor,EXTREMO,TUR,-1.25,8,-1.25,8
4567,L. Marković,Gaziantep,EXTREMO,TUR,-1.03,18,-1.03,18
4568,Gustavo Sauer,Rizespor,EXTREMO,TUR,-0.14,51,-0.14,51
4569,R. Cephas,Ankaragücü,EXTREMO,TUR,1.56,92,1.56,92
4570,L. Prip,Konyaspor,EXTREMO,TUR,-0.33,43,-0.33,43
4571,S. Kılıçsoy,Beşiktaş,EXTREMO,TUR,0.3,65,0.3,65
4572,Trézéguet,Trabzonspor,EXTREMO,TUR,0.13,60,0.13,60
4573,M. Gradel,Gaziantep,EXTREMO,TUR,-0.57,37,-0.57,37
4574,S. van de Streek,Antalyaspor,EXTREMO,TUR,-1.41,5,-1.41,5
4575,R. Çivelek,Kayserispor,EXTREMO,TUR,-1.18,11,-1.18,11
4576,Y. Sarı,Adana Demirspor,EXTREMO,TUR,1.62,95,1.62,95
4577,V. Ethemi,Konyaspor,EXTREMO,TUR,0.43,71,0.43,71
4578,O. Moruţan,Ankaragücü,EXTREMO,TUR,0.76,78,0.76,78
4579,D. Akintola,Rizespor,EXTREMO,TUR,0.0,55,0.0,55
4580,M. Moreno,Konyaspor,EXTREMO,TUR,1.17,85,1.17,85
4581,M. Rashica,Beşiktaş,EXTREMO,TUR,0.49,75,0.49,75
4582,I. Kahveci,Fenerbahçe,EXTREMO,TUR,-0.56,38,-0.56,38
4583,João Figueiredo,İstanbul Başakşehir,EXTREMO,TUR,-1.21,9,-1.21,9
4584,Jackson,İstanbulspor,EXTREMO,TUR,-0.15,48,-0.15,48
4585,C. Keles,Fatih Karagümrük,EXTREMO,TUR,0.35,66,0.35,66
4586,A. Zeqiri,Rizespor,EXTREMO,TUR,0.78,80,0.78,80
4587,R. Rivas,Hatayspor,EXTREMO,TUR,-1.08,17,-1.08,17
4588,Aylton Boa Morte,Kayserispor,EXTREMO,TUR,-0.05,54,-0.05,54
4589,K. Aktürkoğlu,Galatasaray,EXTREMO,TUR,-0.85,23,-0.85,23
4590,A. Maxim,Gaziantep,EXTREMO,TUR,-1.14,12,-1.14,12
4591,E. Kılınç,Samsunspor,EXTREMO,TUR,-1.11,15,-1.11,15
4592,B. Yılmaz,Galatasaray,EXTREMO,TUR,2.25,97,2.25,97
4593,S. Larsson,Antalyaspor,EXTREMO,TUR,0.38,68,0.38,68
4594,H. Akbunar,Pendikspor,EXTREMO,TUR,-0.12,52,-0.12,52
4595,O. Aydın,Alanyaspor,EXTREMO,TUR,0.62,77,0.62,77
4596,C. Holse,Samsunspor,EXTREMO,TUR,-1.44,3,-1.44,3
4597,D. Türüç,İstanbul Başakşehir,EXTREMO,TUR,-0.14,49,-0.14,49
4598,A. Ndao,Konyaspor,EXTREMO,TUR,-1.01,20,-1.01,20
4599,E. Višća,Trabzonspor,EXTREMO,TUR,-0.16,46,-0.16,46
4600,M. Fall,Kasımpaşa,EXTREMO,TUR,-1.14,14,-1.14,14
4601,D. Tadić,Fenerbahçe,EXTREMO,TUR,-0.54,40,-0.54,40
4602,Yuri César,Shabab Al Ahli Dubai,EXTREMO,UAE,-0.68,30,-0.68,30
4603,Mohamed Al Junaibi,Khorfakkan,EXTREMO,UAE,-0.88,20,-0.88,20
4604,Ismael Al Hammadi,Emirates,EXTREMO,UAE,-0.98,17,-0.98,17
4605,O. Atzili,Al Ain,EXTREMO,UAE,-0.2,47,-0.2,47
4606,Gustavo,Al Ittihad Kalba,EXTREMO,UAE,-0.61,33,-0.61,33
4607,Luanzinho,Al Sharjah,EXTREMO,UAE,0.49,77,0.49,77
4608,Gabrielzinho,Hatta,EXTREMO,UAE,-0.16,50,-0.16,50
4609,Gianluca Muniz,Ajman,EXTREMO,UAE,-1.0,13,-1.0,13
4610,Ahmed Abunamous,Bani Yas,EXTREMO,UAE,0.86,87,0.86,87
4611,A. Rchoq,Hatta,EXTREMO,UAE,0.8,83,0.8,83
4612,Juninho,Khorfakkan,EXTREMO,UAE,0.93,90,0.93,90
4613,Fahad Badr,Emirates,EXTREMO,UAE,-0.09,57,-0.09,57
4614,Z. Bakaev,Al Wahda,EXTREMO,UAE,0.34,73,0.34,73
4615,P. Mboungou,Bani Yas,EXTREMO,UAE,-0.78,27,-0.78,27
4616,Leandro Spadacio,Al Ittihad Kalba,EXTREMO,UAE,0.18,67,0.18,67
4617,Mohamed Rashid Alhammadi,Al Bataeh,EXTREMO,UAE,-1.2,7,-1.2,7
4618,S. Gassama,Al Bataeh,EXTREMO,UAE,2.29,93,2.29,93
4619,S. Rahimi,Al Ain,EXTREMO,UAE,-0.14,53,-0.14,53
4620,O. Traore,Al Jazira,EXTREMO,UAE,0.09,63,0.09,63
4621,O. Camara,Al Sharjah,EXTREMO,UAE,-0.78,23,-0.78,23
4622,K. Agudelo,Al Nasr,EXTREMO,UAE,2.36,97,2.36,97
4623,Ali Madan,Ajman,EXTREMO,UAE,-0.39,40,-0.39,40
4624,Yahya Al Ghassani,Shabab Al Ahli Dubai,EXTREMO,UAE,0.55,80,0.55,80
4625,D. Bessa,Al Ittihad Kalba,EXTREMO,UAE,-1.14,10,-1.14,10
4626,Ali Saleh,Al Wasl,EXTREMO,UAE,0.25,70,0.25,70
4627,H. Chikhaoui,Ajman,EXTREMO,UAE,-0.58,37,-0.58,37
4628,N. Kebano,Al Jazira,EXTREMO,UAE,2.38,100,2.38,100
4629,Suhail Ahmed Al Noobi,Bani Yas,EXTREMO,UAE,-1.53,3,-1.53,3
4630,Lourency,Khorfakkan,EXTREMO,UAE,-0.31,43,-0.31,43
4631,Fábio Lima,Al Wasl,EXTREMO,UAE,-0.05,60,-0.05,60
4632,V. Solomon-Otabor,Cangzhou Mighty Lions,EXTREMO,UKR,1.75,93,1.75,93
4633,I. Gorbach,Zorya,EXTREMO,UKR,0.37,73,0.37,73
4634,V. Odaryuk,SK Poltava,EXTREMO,UKR,-0.42,39,-0.42,39
4635,Kevin,Shakhtar Donetsk,EXTREMO,UKR,1.73,90,1.73,90
4636,D. Sosah,Kryvbas KR,EXTREMO,UKR,-1.04,20,-1.04,20
4637,Ari Moura,Metalist 1925 Kharkiv,EXTREMO,UKR,0.97,83,0.97,83
4638,V. Dmytrenko,Metalist 1925 Kharkiv,EXTREMO,UKR,0.3,71,0.3,71
4639,V. Runich,Rukh Lviv,EXTREMO,UKR,-1.05,15,-1.05,15
4640,A. Yarmolenko,Dynamo Kyiv,EXTREMO,UKR,0.2,66,0.2,66
4641,V. Veleten,Kolos Kovalivka,EXTREMO,UKR,2.05,98,2.05,98
4642,V. Dakhnovskyi,Veres,EXTREMO,UKR,0.49,76,0.49,76
4643,D. Shastal,Veres,EXTREMO,UKR,-1.0,24,-1.0,24
4644,O. Nazarenko,Polissya,EXTREMO,UKR,-0.42,41,-0.42,41
4645,A. Plumain,Rukh Lviv,EXTREMO,UKR,1.29,88,1.29,88
4646,R. Rusyn,Metalist 1925 Kharkiv,EXTREMO,UKR,0.0,59,0.0,59
4647,S. Shestakov,LNZ Cherkasy,EXTREMO,UKR,-0.18,46,-0.18,46
4648,B. Makouana,Polissya,EXTREMO,UKR,0.85,78,0.85,78
4649,O. Ilyin,Kolos Kovalivka,EXTREMO,UKR,-0.35,44,-0.35,44
4650,V. Naumets,LNZ Cherkasy,EXTREMO,UKR,0.0,56,0.0,56
4651,D. Khomchenovskyi,Kryvbas KR,EXTREMO,UKR,-1.63,2,-1.63,2
4652,S. Myakushko,Vorskla,EXTREMO,UKR,0.9,80,0.9,80
4653,D. Kuzyk,Kryvbas KR,EXTREMO,UKR,-1.04,17,-1.04,17
4654,I. Medynskyi,Obolon,EXTREMO,UKR,-0.16,49,-0.16,49
4655,A. Shulyanskyi,Oleksandria,EXTREMO,UKR,-0.02,51,-0.02,51
4656,V. Sharay,Veres,EXTREMO,UKR,-1.02,22,-1.02,22
4657,Z. Badibanga,Chornomorets,EXTREMO,UKR,-0.68,29,-0.68,29
4658,B. Lednev,Dnipro-1,EXTREMO,UKR,-1.19,10,-1.19,10
4659,V. Kabaev,Dynamo Kyiv,EXTREMO,UKR,1.8,95,1.8,95
4660,N. Voloshyn,Dynamo Kyiv,EXTREMO,UKR,-1.11,12,-1.11,12
4661,D. Yusov,Metalist 1925 Kharkiv,EXTREMO,UKR,-1.37,7,-1.37,7
4662,M. Zaderaka,Kryvbas KR,EXTREMO,UKR,0.29,68,0.29,68
4663,E. Tverdokhlib,Kryvbas KR,EXTREMO,UKR,-1.38,5,-1.38,5
4664,A. Kozak,Polissya,EXTREMO,UKR,-0.53,32,-0.53,32
4665,I. Kvasnytsya,Rukh Lviv,EXTREMO,UKR,1.15,85,1.15,85
4666,V. Kalitvintsev,Oleksandria,EXTREMO,UKR,0.06,61,0.06,61
4667,O. Zubkov,Shakhtar Donetsk,EXTREMO,UKR,2.11,100,2.11,100
4668,H. Pasich,LNZ Cherkasy,EXTREMO,UKR,-0.98,27,-0.98,27
4669,O. Gutsulyak,Dnipro-1,EXTREMO,UKR,0.19,63,0.19,63
4670,D. Antyukh,Zorya,EXTREMO,UKR,-0.01,54,-0.01,54
4671,A. Shtogrin,Chornomorets,EXTREMO,UKR,-0.49,34,-0.49,34
4672,I. Kane,Vorskla,EXTREMO,UKR,-0.42,37,-0.42,37
4673,N. Ferreira,Wanderers,EXTREMO,URU,-0.74,25,-0.74,25
4674,J. Berríos,Cerro,EXTREMO,URU,-0.57,34,-0.57,34
4675,G. Bueno,Danubio,EXTREMO,URU,-0.85,19,-0.85,19
4676,C. Barros,Orense,EXTREMO,URU,0.25,69,0.25,69
4677,M. Ocampo,Liverpool,EXTREMO,URU,-0.55,38,-0.55,38
4678,M. Mir,Cerro Largo,EXTREMO,URU,-0.62,31,-0.62,31
4679,Á. González,Peñarol,EXTREMO,URU,-0.24,59,-0.24,59
4680,L. Agazzi,Defensor Sporting,EXTREMO,URU,0.49,72,0.49,72
4681,A. Galeano,Nacional,EXTREMO,URU,-0.37,44,-0.37,44
4682,J. Cruz de los Santos,River Plate,EXTREMO,URU,1.57,94,1.57,94
4683,A. Albarracín,Wanderers,EXTREMO,URU,-0.49,41,-0.49,41
4684,F. Martínez,Everton,EXTREMO,URU,-0.08,62,-0.08,62
4685,L. Suhr,Boston River,EXTREMO,URU,1.34,88,1.34,88
4686,L. País,Copiapó,EXTREMO,URU,-0.9,12,-0.9,12
4687,L. Cosentino,Cerro Largo,EXTREMO,URU,-0.33,47,-0.33,47
4688,N. Rossi,Danubio,EXTREMO,URU,2.42,100,2.42,100
4689,J. Quintana,Banfield,EXTREMO,URU,0.57,75,0.57,75
4690,J. Rivero,Racing,EXTREMO,URU,-0.64,28,-0.64,28
4691,N. Albarracín,Carlos Mannucci,EXTREMO,URU,-0.86,16,-0.86,16
4692,M. Peralta,Cerro,EXTREMO,URU,-1.08,9,-1.08,9
4693,B. Mansilla,Defensor Sporting,EXTREMO,URU,1.5,91,1.5,91
4694,C. Tizón,Danubio,EXTREMO,URU,-1.62,6,-1.62,6
4695,H. Toledo,Deportivo Maldonado,EXTREMO,URU,1.63,97,1.63,97
4696,A. Medina,León,EXTREMO,URU,-0.27,56,-0.27,56
4697,A. Alaniz,Racing,EXTREMO,URU,-0.29,53,-0.29,53
4698,J. Lavega,River Plate,EXTREMO,URU,-0.32,50,-0.32,50
4699,A. Duarte,Defensor Sporting,EXTREMO,URU,1.27,84,1.27,84
4700,R. Rabino,Cerro Largo,EXTREMO,URU,-1.68,3,-1.68,3
4701,E. Darias,Peñarol,EXTREMO,URU,0.02,66,0.02,66
4702,J. Valiente,Defensor Sporting,EXTREMO,URU,-0.78,22,-0.78,22
4703,T. Verón,Racing,EXTREMO,URU,1.23,81,1.23,81
4704,L. Rodríguez,Liverpool,EXTREMO,URU,0.98,78,0.98,78
4705,K. Jóźwiak,Granada,EXTREMO,USA,-1.07,14,-1.07,14
4706,F. Farías,Inter Miami,EXTREMO,USA,0.04,60,0.04,60
4707,M. Chang,Real Salt Lake,EXTREMO,USA,-1.38,6,-1.38,6
4708,S. Biuk,Real Valladolid,EXTREMO,USA,0.1,61,0.1,61
4709,E. Bajraktarević,New England,EXTREMO,USA,-0.52,36,-0.52,36
4710,B. Kikanović,SJ Earthquakes,EXTREMO,USA,-0.83,23,-0.83,23
4711,E. Mosquera,Atlanta United,EXTREMO,USA,1.1,83,1.1,83
4712,E. Forsberg,New York RB,EXTREMO,USA,0.37,73,0.37,73
4713,F. Fragapane,Minnesota United,EXTREMO,USA,-1.14,10,-1.14,10
4714,T. Wolff,Atlanta United,EXTREMO,USA,-0.98,17,-0.98,17
4715,L. Blessing,Houston Dynamo,EXTREMO,USA,-1.24,7,-1.24,7
4716,S. Lletget,Dallas,EXTREMO,USA,-0.91,20,-0.91,20
4717,J. Meram,Michigan Stars,EXTREMO,USA,-0.43,39,-0.43,39
4718,Nacho Gil,New England,EXTREMO,USA,-0.36,44,-0.36,44
4719,Gabriel Pec,Los Angeles Galaxy,EXTREMO,USA,0.45,76,0.45,76
4720,W. Carmona,New York RB,EXTREMO,USA,-0.74,27,-0.74,27
4721,J. Paintsil,Los Angeles Galaxy,EXTREMO,USA,0.35,71,0.35,71
4722,Douglas Costa,Fluminense,EXTREMO,USA,1.44,89,1.44,89
4723,H. Wolf,New York City,EXTREMO,USA,-0.61,31,-0.61,31
4724,N. Buck,New England,EXTREMO,USA,-0.77,26,-0.77,26
4725,B. Kamungo,Dallas,EXTREMO,USA,0.01,59,0.01,59
4726,R. Alm,St. Louis City ,EXTREMO,USA,-1.48,3,-1.48,3
4727,E. Boateng,New England,EXTREMO,USA,-1.02,16,-1.02,16
4728,L. Messi,Inter Miami,EXTREMO,USA,1.63,91,1.63,91
4729,Antony,Portland Timbers,EXTREMO,USA,0.31,70,0.31,70
4730,J. Savarino,Botafogo,EXTREMO,USA,-0.08,51,-0.08,51
4731,Jeong Sang-Bin,Minnesota United,EXTREMO,USA,0.2,67,0.2,67
4732,Xande Silva,Atlanta United,EXTREMO,USA,1.94,94,1.94,94
4733,K. Cabral,Colorado Rapids,EXTREMO,USA,-0.8,24,-0.8,24
4734,A. Velasco,Dallas,EXTREMO,USA,1.84,93,1.84,93
4735,J. Shaffelburg,Nashville SC,EXTREMO,USA,1.3,84,1.3,84
4736,L. Insigne,Toronto,EXTREMO,USA,1.09,81,1.09,81
4737,C. Harris,Colorado Rapids,EXTREMO,USA,0.48,77,0.48,77
4738,E. Finlay,Austin FC,EXTREMO,USA,-1.45,4,-1.45,4
4739,N. Quiñones,Houston Dynamo,EXTREMO,USA,0.66,80,0.66,80
4740,D. Asprilla,Portland Timbers,EXTREMO,USA,0.13,63,0.13,63
4741,Luquinhas,Fortaleza,EXTREMO,USA,1.4,87,1.4,87
4742,S. Lobjanidze,Atlanta United,EXTREMO,USA,-0.03,57,-0.03,57
4743,M. Ojeda,Orlando City,EXTREMO,USA,-1.21,9,-1.21,9
4744,Célio Pompeu,St. Louis City ,EXTREMO,USA,2.27,99,2.27,99
4745,J. Russell,Sporting KC,EXTREMO,USA,0.42,74,0.42,74
4746,M. Haile-Selassie,Chicago Fire,EXTREMO,USA,-1.14,11,-1.14,11
4747,O. Fernandez,Colorado Rapids,EXTREMO,USA,-0.32,46,-0.32,46
4748,R. Taylor,Inter Miami,EXTREMO,USA,-0.57,33,-0.57,33
4749,B. Hlongwane,Minnesota United,EXTREMO,USA,-0.22,49,-0.22,49
4750,D. Fagúndez,Los Angeles Galaxy,EXTREMO,USA,-1.57,1,-1.57,1
4751,Léo Chú,Seattle Sounders,EXTREMO,USA,1.31,86,1.31,86
4752,E. Rigoni,Austin FC,EXTREMO,USA,-0.36,43,-0.36,43
4753,P. Arriola,Dallas,EXTREMO,USA,-0.94,19,-0.94,19
4754,T. Chancalay,New England,EXTREMO,USA,0.6,79,0.6,79
4755,K. Vargas,Charlotte FC,EXTREMO,USA,-0.4,40,-0.4,40
4756,A. Gómez,Real Salt Lake,EXTREMO,USA,2.47,100,2.47,100
4757,T. Boyd,Nashville SC,EXTREMO,USA,-0.06,56,-0.06,56
4758,C. Olivera,Los Angeles FC,EXTREMO,USA,1.51,90,1.51,90
4759,A. Măţan,Columbus Crew,EXTREMO,USA,-0.3,47,-0.3,47
4760,D. Luna,Real Salt Lake,EXTREMO,USA,-0.07,53,-0.07,53
4761,C. Roldán,Seattle Sounders,EXTREMO,USA,-0.89,21,-0.89,21
4762,S. Moreno,Portland Timbers,EXTREMO,USA,0.19,66,0.19,66
4763,F. Herbers,Chicago Fire,EXTREMO,USA,-1.09,13,-1.09,13
4764,B. Gutiérrez,Chicago Fire,EXTREMO,USA,-0.68,29,-0.68,29
4765,J. Obrian,Austin FC,EXTREMO,USA,-0.49,37,-0.49,37
4766,D. Rossi,Columbus Crew,EXTREMO,USA,-0.4,41,-0.4,41
4767,J. Stroud,DC United,EXTREMO,USA,-0.06,54,-0.06,54
4768,F. Bernardeschi,Toronto,EXTREMO,USA,1.98,96,1.98,96
4769,A. Carrasquilla,Houston Dynamo,EXTREMO,USA,-0.62,30,-0.62,30
4770,F. Torres,Orlando City,EXTREMO,USA,-0.55,34,-0.55,34
4771,I. Angulo,Orlando City,EXTREMO,USA,-0.18,50,-0.18,50
4772,D. Sallói,Sporting KC,EXTREMO,USA,0.13,64,0.13,64
4773,C. Espinoza,SJ Earthquakes,EXTREMO,USA,0.22,69,0.22,69
4774,D. Bouanga,Los Angeles FC,EXTREMO,USA,1.99,97,1.99,97
4775,A. Sobirzhonov,Navbahor,EXTREMO,UZB,-0.7,43,-0.7,43
4776,U. Ismonaliev,Bunyodkor,EXTREMO,UZB,-0.86,21,-0.86,21
4777,U. Khoshimov,Surkhon,EXTREMO,UZB,1.5,100,1.5,100
4778,B. Abdumannonov,Andijan,EXTREMO,UZB,1.37,93,1.37,93
4779,F. Mukhtorov,Olympic,EXTREMO,UZB,-0.86,29,-0.86,29
4780,A. Ismoilov,Navbahor,EXTREMO,UZB,0.26,64,0.26,64
4781,F. Sokhibzhonov,Andijan,EXTREMO,UZB,1.26,79,1.26,79
4782,L. Doriev,Sogdiana,EXTREMO,UZB,0.47,71,0.47,71
4783,O. Jurakuziev,Olympic,EXTREMO,UZB,-1.32,14,-1.32,14
4784,D. Khamdamov,Pakhtakor,EXTREMO,UZB,-0.83,36,-0.83,36
4785,O. Bozorov,Nasaf,EXTREMO,UZB,1.3,86,1.3,86
4786,A. Shulaia,Qizilqum,EXTREMO,UZB,0.01,57,0.01,57
4787,K. Giyosov,AGMK,EXTREMO,UZB,-0.27,50,-0.27,50
4788,D. Tursunov,Surkhon,EXTREMO,UZB,-1.34,7,-1.34,7
4789,J. Vargas,UCV,EXTREMO,VEN,-0.92,16,-0.92,16
4790,S. Castillo,Deportivo La Guaira,EXTREMO,VEN,2.15,96,2.15,96
4791,A. Romero,Monagas,EXTREMO,VEN,-1.18,8,-1.18,8
4792,D. Meza,Angostura FC,EXTREMO,VEN,2.48,100,2.48,100
4793,Y. Murillo,UCV,EXTREMO,VEN,-0.36,44,-0.36,44
4794,H. Ramírez,Rayo Zuliano,EXTREMO,VEN,0.07,72,0.07,72
4795,E. Tortolero,Carabobo,EXTREMO,VEN,-0.21,56,-0.21,56
4796,S. Rodríguez,Zamora,EXTREMO,VEN,0.61,84,0.61,84
4797,K. Lamadrid,Deportivo La Guaira,EXTREMO,VEN,-0.39,40,-0.39,40
4798,R. Hernández,Carabobo,EXTREMO,VEN,-0.76,24,-0.76,24
4799,M. Márquez,Zamora,EXTREMO,VEN,-0.23,52,-0.23,52
4800,J. Martínez,Metropolitanos,EXTREMO,VEN,1.97,92,1.97,92
4801,R. Guerrero,Academia Puerto Cabello,EXTREMO,VEN,-0.23,48,-0.23,48
4802,D. Gómez,Inter de Barinas,EXTREMO,VEN,-1.3,4,-1.3,4
4803,M. Covea,Academia Puerto Cabello,EXTREMO,VEN,0.3,76,0.3,76
4804,R. Celis,Academia Puerto Cabello,EXTREMO,VEN,-0.05,68,-0.05,68
4805,N. Canelón,Estudiantes de Mérida,EXTREMO,VEN,-0.93,12,-0.93,12
4806,S. Ramírez,Rayo Zuliano,EXTREMO,VEN,0.58,80,0.58,80
4807,A. Contreras,Angostura FC,EXTREMO,VEN,-0.72,28,-0.72,28
4808,E. Echenique,Caracas,EXTREMO,VEN,1.35,88,1.35,88
4809,C. Magallán,Inter de Barinas,EXTREMO,VEN,-0.13,64,-0.13,64
4810,D. Pérez,Caracas,EXTREMO,VEN,-0.17,60,-0.17,60
4811,J. Moreno,Portuguesa,EXTREMO,VEN,-0.43,36,-0.43,36
4812,R. Arace,Deportivo La Guaira,EXTREMO,VEN,-0.91,20,-0.91,20
4813,R. Rojas,Academia Puerto Cabello,EXTREMO,VEN,-0.6,32,-0.6,32
4814,M. Herrera,River Plate,LATERAL,ARG1,-1.33,6,-1.33,6
4815,L. Blondel,Boca Juniors,LATERAL,ARG1,0.13,62,0.13,62
4816,S. Corda,Zrinjski,LATERAL,ARG1,0.72,80,0.72,80
4817,F. Ortega,Olympiacos Piraeus,LATERAL,ARG1,2.62,100,2.62,100
4818,J. Meli,Central Córdoba SdE,LATERAL,ARG1,-0.82,28,-0.82,28
4819,F. Fabra,Boca Juniors,LATERAL,ARG1,1.1,87,1.1,87
4820,E. Más,Independiente Rivadavia,LATERAL,ARG1,-1.53,1,-1.53,1
4821,C. Ibáñez,Huracán,LATERAL,ARG1,-0.69,32,-0.69,32
4822,F. Mura,Racing Club,LATERAL,ARG1,-1.42,4,-1.42,4
4823,M. Saracchi,Boca Juniors,LATERAL,ARG1,-0.29,42,-0.29,42
4824,S. Simón,River Plate,LATERAL,ARG1,0.27,68,0.27,68
4825,N. Morgantini,Lanús,LATERAL,ARG1,-0.76,29,-0.76,29
4826,A. Costa,Independiente,LATERAL,ARG1,-1.5,3,-1.5,3
4827,M. Weigandt,Inter Miami,LATERAL,ARG1,0.72,78,0.72,78
4828,G. Enrique,Gimnasia La Plata,LATERAL,ARG1,1.01,86,1.01,86
4829,D. Cáceres,Defensa y Justicia,LATERAL,ARG1,-0.52,38,-0.52,38
4830,M. Isla,Independiente,LATERAL,ARG1,-1.22,12,-1.22,12
4831,E. Meza,Estudiantes,LATERAL,ARG1,1.73,91,1.73,91
4832,E. Mancuso,Estudiantes,LATERAL,ARG1,0.04,55,0.04,55
4833,G. Nardelli,Tigre,LATERAL,ARG1,-1.24,9,-1.24,9
4834,D. Pérez,Independiente,LATERAL,ARG1,-0.02,51,-0.02,51
4835,J. Sánchez Miño,Tigre,LATERAL,ARG1,-0.31,41,-0.31,41
4836,J. Cabrera,Peñarol,LATERAL,ARG1,1.75,93,1.75,93
4837,A. Sant'Anna,River Plate,LATERAL,ARG1,-0.15,48,-0.15,48
4838,N. Colazo,Gimnasia La Plata,LATERAL,ARG1,-1.17,13,-1.17,13
4839,N. Tripichio,Defensa y Justicia,LATERAL,ARG1,0.02,52,0.02,52
4840,M. Casco,River Plate,LATERAL,ARG1,-0.93,19,-0.93,19
4841,B. Aguirre,Lanús,LATERAL,ARG1,0.1,58,0.1,58
4842,M. Peinipil,Deportivo Madryn,LATERAL,ARG1,-1.22,10,-1.22,10
4843,E. Díaz,River Plate,LATERAL,ARG1,-0.28,45,-0.28,45
4844,S. Prieto,Argentinos Juniors,LATERAL,ARG1,0.3,71,0.3,71
4845,G. Benítez,Huracán,LATERAL,ARG1,0.12,61,0.12,61
4846,L. Godoy,Athletico Paranaense,LATERAL,ARG1,0.38,75,0.38,75
4847,A. Ibacache,Belgrano,LATERAL,ARG1,-0.91,22,-0.91,22
4848,R. Delgado,Belgrano,LATERAL,ARG1,-0.35,39,-0.35,39
4849,R. Lozano,Platense,LATERAL,ARG1,-0.94,17,-0.94,17
4850,S. Montiel,Argentinos Juniors,LATERAL,ARG1,2.03,96,2.03,96
4851,A. Giay,San Lorenzo,LATERAL,ARG1,1.44,88,1.44,88
4852,A. Soto,Defensa y Justicia,LATERAL,ARG1,0.16,64,0.16,64
4853,A. Méndez,Newell's Old Boys,LATERAL,ARG1,2.21,97,2.21,97
4854,Á. Martino,Newell's Old Boys,LATERAL,ARG1,0.77,81,0.77,81
4855,J. Gómez,Central Córdoba SdE,LATERAL,ARG1,-0.9,23,-0.9,23
